hora_utc,estacion,mm
2026-09-24 03:00,pichoy,3.6
2026-09-24 04:00,austral,6.9
2026-09-24 04:00,chaihuin,2.9
2026-09-24 04:00,corral,5.7
2026-09-24 04:00,corral_essal,3.3
2026-09-24 04:00,curinanco,4.1
2026-09-24 04:00,islateja,6.9
2026-09-24 04:00,las_lomas,1.3
2026-09-24 04:00,llancahue,6.1
2026-09-24 04:00,pichoy,2.0
2026-09-24 05:00,austral,4.1
2026-09-24 05:00,chaihuin,0.2
2026-09-24 05:00,corral,2.4
2026-09-24 05:00,corral_essal,0.4
2026-09-24 05:00,curinanco,2.3
2026-09-24 05:00,islateja,4.9
2026-09-24 05:00,las_lomas,2.3
2026-09-24 05:00,llancahue,3.1
2026-09-24 05:00,pichoy,4.8
2026-09-24 06:00,austral,4.7
2026-09-24 06:00,chaihuin,0.4
2026-09-24 06:00,corral,1.4
2026-09-24 06:00,corral_essal,0.9
2026-09-24 06:00,curinanco,1.6
2026-09-24 06:00,islateja,3.5
2026-09-24 06:00,las_lomas,2.6
2026-09-24 06:00,llancahue,2.7
2026-09-24 06:00,pichoy,4.2
2026-09-24 07:00,austral,4.1
2026-09-24 07:00,chaihuin,0.7
2026-09-24 07:00,corral,3.9
2026-09-24 07:00,corral_essal,0.5
2026-09-24 07:00,curinanco,0.9
2026-09-24 07:00,islateja,2.8
2026-09-24 07:00,las_lomas,2.2
2026-09-24 07:00,llancahue,2.6
2026-09-24 07:00,pichoy,2.6
2026-09-24 08:00,austral,5.6
2026-09-24 08:00,chaihuin,3.8
2026-09-24 08:00,corral,4.3
2026-09-24 08:00,corral_essal,0.4
2026-09-24 08:00,curinanco,5.3
2026-09-24 08:00,islateja,6.4
2026-09-24 08:00,las_lomas,2.1
2026-09-24 08:00,llancahue,4.4
2026-09-24 08:00,pichoy,3.4
2026-09-24 09:00,austral,3.5
2026-09-24 09:00,chaihuin,0.4
2026-09-24 09:00,corral,0.5
2026-09-24 09:00,corral_essal,2.1
2026-09-24 09:00,curinanco,0.3
2026-09-24 09:00,islateja,1.4
2026-09-24 09:00,las_lomas,4.2
2026-09-24 09:00,llancahue,1.6
2026-09-24 09:00,pichoy,3.4
2026-09-24 10:00,austral,0.6
2026-09-24 10:00,chaihuin,0.1
2026-09-24 10:00,corral,1.3
2026-09-24 10:00,corral_essal,0.8
2026-09-24 10:00,curinanco,0.1
2026-09-24 10:00,islateja,0.6
2026-09-24 10:00,las_lomas,1.4
2026-09-24 10:00,llancahue,0.6
2026-09-24 10:00,pichoy,2.0
2026-09-24 11:00,austral,0.5
2026-09-24 11:00,chaihuin,0.4
2026-09-24 11:00,corral,0.6
2026-09-24 11:00,corral_essal,0.0
2026-09-24 11:00,curinanco,0.0
2026-09-24 11:00,islateja,0.5
2026-09-24 11:00,las_lomas,2.5
2026-09-24 11:00,llancahue,0.4
2026-09-24 11:00,pichoy,2.4
2026-09-24 12:00,austral,0.4
2026-09-24 12:00,chaihuin,0.2
2026-09-24 12:00,corral,0.5
2026-09-24 12:00,corral_essal,0.0
2026-09-24 12:00,curinanco,0.1
2026-09-24 12:00,islateja,0.6
2026-09-24 12:00,las_lomas,2.1
2026-09-24 12:00,llancahue,0.2
2026-09-24 12:00,pichoy,1.0
2026-09-24 13:00,austral,0.4
2026-09-24 13:00,chaihuin,0.2
2026-09-24 13:00,corral,2.1
2026-09-24 13:00,corral_essal,0.0
2026-09-24 13:00,curinanco,0.1
2026-09-24 13:00,islateja,0.6
2026-09-24 13:00,las_lomas,0.0
2026-09-24 13:00,llancahue,0.3
2026-09-24 13:00,pichoy,0.0
2026-09-24 14:00,austral,0.3
2026-09-24 14:00,chaihuin,0.4
2026-09-24 14:00,corral,1.0
2026-09-24 14:00,corral_essal,0.0
2026-09-24 14:00,curinanco,1.3
2026-09-24 14:00,islateja,0.4
2026-09-24 14:00,las_lomas,0.0
2026-09-24 14:00,llancahue,0.4
2026-09-24 14:00,pichoy,0.0
2026-09-24 15:00,austral,0.1
2026-09-24 15:00,chaihuin,0.0
2026-09-24 15:00,corral,0.0
2026-09-24 15:00,corral_essal,0.0
2026-09-24 15:00,curinanco,0.4
2026-09-24 15:00,islateja,0.2
2026-09-24 15:00,las_lomas,0.0
2026-09-24 15:00,llancahue,0.0
2026-09-24 15:00,pichoy,0.0
2026-09-24 16:00,austral,0.0
2026-09-24 16:00,chaihuin,0.0
2026-09-24 16:00,corral,0.0
2026-09-24 16:00,corral_essal,0.0
2026-09-24 16:00,curinanco,0.4
2026-09-24 16:00,islateja,0.0
2026-09-24 16:00,las_lomas,0.0
2026-09-24 16:00,llancahue,0.0
2026-09-24 16:00,pichoy,0.0
2026-09-24 17:00,austral,0.0
2026-09-24 17:00,chaihuin,0.0
2026-09-24 17:00,corral,0.0
2026-09-24 17:00,corral_essal,1.0
2026-09-24 17:00,curinanco,0.0
2026-09-24 17:00,islateja,0.0
2026-09-24 17:00,las_lomas,0.0
2026-09-24 17:00,llancahue,0.0
2026-09-24 17:00,pichoy,0.0
2026-09-24 18:00,austral,0.1
2026-09-24 18:00,chaihuin,0.0
2026-09-24 18:00,corral,0.0
2026-09-24 18:00,corral_essal,0.4
2026-09-24 18:00,curinanco,0.0
2026-09-24 18:00,islateja,0.0
2026-09-24 18:00,las_lomas,0.0
2026-09-24 18:00,llancahue,0.0
2026-09-24 18:00,pichoy,0.0
2026-09-24 19:00,austral,0.0
2026-09-24 19:00,chaihuin,0.0
2026-09-24 19:00,corral,0.0
2026-09-24 19:00,corral_essal,0.0
2026-09-24 19:00,curinanco,0.0
2026-09-24 19:00,islateja,0.0
2026-09-24 19:00,las_lomas,0.0
2026-09-24 19:00,llancahue,0.0
2026-09-24 19:00,pichoy,0.0
2026-09-24 20:00,austral,0.0
2026-09-24 20:00,chaihuin,0.1
2026-09-24 20:00,corral_essal,0.0
2026-09-24 20:00,islateja,0.0
2026-09-24 20:00,las_lomas,0.0
2026-09-24 20:00,pichoy,0.0
2026-09-24 21:00,austral,0.0
2026-09-24 21:00,chaihuin,0.9
2026-09-24 21:00,corral_essal,0.1
2026-09-24 21:00,islateja,0.0
2026-09-24 21:00,las_lomas,0.0
2026-09-24 21:00,pichoy,0.0
2026-09-24 22:00,austral,0.2
2026-09-24 22:00,chaihuin,3.6
2026-09-24 22:00,corral_essal,0.0
2026-09-24 22:00,islateja,0.4
2026-09-24 22:00,las_lomas,0.0
2026-09-24 22:00,pichoy,0.6
2026-09-24 23:00,austral,0.0
2026-09-24 23:00,chaihuin,1.2
2026-09-24 23:00,corral_essal,0.7
2026-09-24 23:00,islateja,0.0
2026-09-24 23:00,las_lomas,0.3
2026-09-24 23:00,pichoy,0.0
2026-09-25 00:00,austral,2.1
2026-09-25 00:00,chaihuin,0.0
2026-09-25 00:00,corral_essal,0.7
2026-09-25 00:00,islateja,1.1
2026-09-25 00:00,las_lomas,0.3
2026-09-25 00:00,pichoy,1.0
2026-09-25 01:00,austral,0.1
2026-09-25 01:00,chaihuin,0.1
2026-09-25 01:00,corral_essal,7.3
2026-09-25 01:00,curinanco,0.9
2026-09-25 01:00,islateja,0.0
2026-09-25 01:00,las_lomas,0.5
2026-09-25 01:00,pichoy,0.2
2026-09-25 02:00,austral,0.0
2026-09-25 02:00,chaihuin,0.0
2026-09-25 02:00,corral,1.7
2026-09-25 02:00,corral_essal,4.8
2026-09-25 02:00,curinanco,0.1
2026-09-25 02:00,islateja,0.0
2026-09-25 02:00,las_lomas,0.0
2026-09-25 02:00,llancahue,0.3
2026-09-25 02:00,pichoy,0.0
2026-09-25 03:00,austral,0.1
2026-09-25 03:00,chaihuin,0.0
2026-09-25 03:00,corral,0.7
2026-09-25 03:00,corral_essal,0.3
2026-09-25 03:00,curinanco,0.1
2026-09-25 03:00,islateja,0.3
2026-09-25 03:00,las_lomas,0.0
2026-09-25 03:00,llancahue,0.1
2026-09-25 03:00,pichoy,0.8
2026-09-25 04:00,austral,1.9
2026-09-25 04:00,chaihuin,0.2
2026-09-25 04:00,corral,0.7
2026-09-25 04:00,corral_essal,0.2
2026-09-25 04:00,islateja,3.3
2026-09-25 04:00,las_lomas,0.2
2026-09-25 04:00,llancahue,4.6
2026-09-25 04:00,pichoy,0.0
2026-09-25 05:00,austral,5.8
2026-09-25 05:00,chaihuin,0.1
2026-09-25 05:00,corral,7.0
2026-09-25 05:00,corral_essal,0.1
2026-09-25 05:00,curinanco,2.9
2026-09-25 05:00,islateja,5.5
2026-09-25 05:00,las_lomas,0.1
2026-09-25 05:00,llancahue,6.7
2026-09-25 05:00,pichoy,0.0
2026-09-25 06:00,austral,3.1
2026-09-25 06:00,chaihuin,4.4
2026-09-25 06:00,corral,5.6
2026-09-25 06:00,curinanco,1.6
2026-09-25 06:00,islateja,7.9
2026-09-25 06:00,las_lomas,0.0
2026-09-25 06:00,llancahue,8.2
2026-09-25 06:00,pichoy,0.0
2026-09-25 07:00,austral,0.6
2026-09-25 07:00,chaihuin,1.3
2026-09-25 07:00,corral,1.0
2026-09-25 07:00,curinanco,0.0
2026-09-25 07:00,islateja,0.9
2026-09-25 07:00,las_lomas,0.8
2026-09-25 07:00,llancahue,1.8
2026-09-25 07:00,pichoy,0.2
2026-09-25 08:00,austral,0.0
2026-09-25 08:00,chaihuin,0.1
2026-09-25 08:00,corral,0.3
2026-09-25 08:00,curinanco,0.0
2026-09-25 08:00,islateja,0.1
2026-09-25 08:00,las_lomas,0.5
2026-09-25 08:00,llancahue,0.1
2026-09-25 08:00,pichoy,0.0
2026-09-25 09:00,austral,0.0
2026-09-25 09:00,chaihuin,0.4
2026-09-25 09:00,corral,0.1
2026-09-25 09:00,curinanco,0.1
2026-09-25 09:00,islateja,0.3
2026-09-25 09:00,las_lomas,0.1
2026-09-25 09:00,llancahue,0.0
2026-09-25 09:00,pichoy,2.0
2026-09-25 10:00,austral,0.2
2026-09-25 10:00,chaihuin,0.0
2026-09-25 10:00,corral,0.4
2026-09-25 10:00,curinanco,0.1
2026-09-25 10:00,islateja,0.2
2026-09-25 10:00,las_lomas,1.2
2026-09-25 10:00,llancahue,0.3
2026-09-25 10:00,pichoy,0.0
2026-09-25 11:00,austral,0.8
2026-09-25 11:00,chaihuin,0.2
2026-09-25 11:00,corral,0.2
2026-09-25 11:00,curinanco,0.1
2026-09-25 11:00,islateja,0.6
2026-09-25 11:00,las_lomas,0.0
2026-09-25 11:00,llancahue,0.7
2026-09-25 11:00,pichoy,0.6
2026-09-25 12:00,austral,0.6
2026-09-25 12:00,chaihuin,0.3
2026-09-25 12:00,corral,0.5
2026-09-25 12:00,curinanco,0.1
2026-09-25 12:00,islateja,0.4
2026-09-25 12:00,las_lomas,0.9
2026-09-25 12:00,llancahue,0.1
2026-09-25 12:00,pichoy,0.0
2026-09-25 13:00,austral,2.8
2026-09-25 13:00,chaihuin,0.3
2026-09-25 13:00,corral,2.2
2026-09-25 13:00,curinanco,1.3
2026-09-25 13:00,islateja,4.6
2026-09-25 13:00,las_lomas,0.1
2026-09-25 13:00,llancahue,2.6
2026-09-25 13:00,pichoy,0.0
2026-09-25 14:00,austral,2.1
2026-09-25 14:00,chaihuin,0.9
2026-09-25 14:00,corral,0.1
2026-09-25 14:00,curinanco,2.2
2026-09-25 14:00,islateja,0.3
2026-09-25 14:00,las_lomas,1.6
2026-09-25 14:00,llancahue,1.0
2026-09-25 14:00,pichoy,3.0
2026-09-25 15:00,austral,1.1
2026-09-25 15:00,chaihuin,0.0
2026-09-25 15:00,corral,0.0
2026-09-25 15:00,curinanco,0.0
2026-09-25 15:00,islateja,0.0
2026-09-25 15:00,las_lomas,6.4
2026-09-25 15:00,llancahue,0.1
2026-09-25 15:00,pichoy,1.0
2026-09-25 16:00,austral,0.0
2026-09-25 16:00,chaihuin,0.0
2026-09-25 16:00,corral,0.0
2026-09-25 16:00,curinanco,0.0
2026-09-25 16:00,islateja,0.1
2026-09-25 16:00,las_lomas,0.1
2026-09-25 16:00,llancahue,0.0
2026-09-25 16:00,pichoy,0.2
2026-09-25 17:00,austral,0.0
2026-09-25 17:00,chaihuin,0.0
2026-09-25 17:00,corral,0.0
2026-09-25 17:00,curinanco,0.0
2026-09-25 17:00,islateja,0.0
2026-09-25 17:00,las_lomas,0.0
2026-09-25 17:00,llancahue,0.0
2026-09-25 17:00,pichoy,0.0
2026-09-25 18:00,austral,0.0
2026-09-25 18:00,chaihuin,0.0
2026-09-25 18:00,corral,0.0
2026-09-25 18:00,curinanco,0.0
2026-09-25 18:00,islateja,0.0
2026-09-25 18:00,las_lomas,0.0
2026-09-25 18:00,llancahue,0.0
2026-09-25 18:00,pichoy,0.0
2026-09-25 19:00,austral,0.0
2026-09-25 19:00,chaihuin,0.0
2026-09-25 19:00,corral,0.0
2026-09-25 19:00,curinanco,0.0
2026-09-25 19:00,islateja,0.0
2026-09-25 19:00,las_lomas,0.0
2026-09-25 19:00,llancahue,0.0
2026-09-25 19:00,pichoy,0.0
2026-09-25 20:00,austral,0.0
2026-09-25 20:00,chaihuin,0.0
2026-09-25 20:00,corral,0.0
2026-09-25 20:00,curinanco,0.0
2026-09-25 20:00,islateja,0.0
2026-09-25 20:00,las_lomas,0.2
2026-09-25 20:00,llancahue,0.0
2026-09-25 20:00,pichoy,3.2
2026-09-25 21:00,austral,0.3
2026-09-25 21:00,chaihuin,0.0
2026-09-25 21:00,corral,0.0
2026-09-25 21:00,curinanco,0.0
2026-09-25 21:00,islateja,0.0
2026-09-25 21:00,las_lomas,1.2
2026-09-25 21:00,llancahue,0.0
2026-09-25 21:00,pichoy,2.2
2026-09-25 22:00,austral,0.2
2026-09-25 22:00,chaihuin,0.0
2026-09-25 22:00,corral,0.0
2026-09-25 22:00,curinanco,0.4
2026-09-25 22:00,islateja,0.6
2026-09-25 22:00,las_lomas,0.4
2026-09-25 22:00,llancahue,0.4
2026-09-25 22:00,pichoy,0.2
2026-09-25 23:00,austral,0.0
2026-09-25 23:00,chaihuin,0.0
2026-09-25 23:00,corral,0.0
2026-09-25 23:00,curinanco,1.0
2026-09-25 23:00,islateja,1.0
2026-09-25 23:00,las_lomas,0.1
2026-09-25 23:00,llancahue,0.7
2026-09-25 23:00,pichoy,0.6
2026-09-26 00:00,austral,0.1
2026-09-26 00:00,chaihuin,0.0
2026-09-26 00:00,corral,0.0
2026-09-26 00:00,curinanco,0.0
2026-09-26 00:00,islateja,0.0
2026-09-26 00:00,las_lomas,0.1
2026-09-26 00:00,llancahue,0.1
2026-09-26 00:00,pichoy,0.2
2026-09-26 01:00,austral,0.0
2026-09-26 01:00,chaihuin,0.0
2026-09-26 01:00,corral,0.0
2026-09-26 01:00,curinanco,0.0
2026-09-26 01:00,islateja,0.0
2026-09-26 01:00,las_lomas,0.3
2026-09-26 01:00,llancahue,0.0
2026-09-26 01:00,pichoy,1.4
